category	name	born	died	sitelinks	rulerID	progr	desc	url	status
Composer	Ludwig van Beethoven	1770	1827	273	3487	4307	German composer	https://en.wikipedia.org/wiki/Ludwig_van_Beethoven	NEW
Composer	Niccolò Paganini	1782	1840	103	3488	4308	Italian violinist and composer	https://en.wikipedia.org/wiki/Niccol%C3%B2_Paganini	NEW
Composer	Gioachino Rossini	1792	1868	106	3489	4309	Italian opera composer	https://en.wikipedia.org/wiki/Gioachino_Rossini	NEW
Composer	Franz Schubert	1797	1828	172	3490	4310	Austrian composer	https://en.wikipedia.org/wiki/Franz_Schubert	NEW
Composer	Hector Berlioz	1803	1869	133	3491	4311	French composer and conductor	https://en.wikipedia.org/wiki/Hector_Berlioz	NEW
Composer	Felix Mendelssohn	1809	1847	122	3492	4312	German composer, pianist, organist and conductor of Jewish descent	https://en.wikipedia.org/wiki/Felix_Mendelssohn	NEW
Composer	Frédéric Chopin	1810	1849	200	3493	4313	Polish composer and pianist	https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin	NEW
Composer	Robert Schumann	1810	1856	130	3494	4314	German composer, pianist and critic	https://en.wikipedia.org/wiki/Robert_Schumann	NEW
Composer	Franz Liszt	1811	1886	126	3495	4315	Hungarian romantic composer and virtuoso pianist	https://en.wikipedia.org/wiki/Franz_Liszt	NEW
Composer	Richard Wagner	1813	1883	206	3496	4316	German composer	https://en.wikipedia.org/wiki/Richard_Wagner	NEW
Composer	Giuseppe Verdi	1813	1901	178	3497	4317	Italian opera composer	https://en.wikipedia.org/wiki/Giuseppe_Verdi	NEW
Composer	Jacques Offenbach	1819	1880	104	3498	4318	German-born French composer	https://en.wikipedia.org/wiki/Jacques_Offenbach	NEW
Composer	Bedřich Smetana	1824	1884	92	3499	4319	Czech composer	https://en.wikipedia.org/wiki/Bed%C5%99ich_Smetana	NEW
Composer	Johannes Brahms	1833	1897	159	3500	4320	German composer	https://en.wikipedia.org/wiki/Johannes_Brahms	NEW
Composer	Alexander Borodin	1833	1887	91	3501	4321	Russian composer, doctor and chemist	https://en.wikipedia.org/wiki/Alexander_Borodin	NEW
Composer	Georges Bizet	1838	1875	104	3502	4322	French composer	https://en.wikipedia.org/wiki/Georges_Bizet	NEW
Composer	Pyotr Ilyich Tchaikovsky	1840	1893	194	3503	4323	Russian composer	https://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky	NEW
Composer	Antonín Dvořák	1841	1904	150	3504	4324	Czech composer	https://en.wikipedia.org/wiki/Anton%C3%ADn_Dvo%C5%99%C3%A1k	NEW
Composer	Edvard Grieg	1843	1907	110	3505	4325	Norwegian composer and pianist	https://en.wikipedia.org/wiki/Edvard_Grieg	NEW
Composer	Nikolai Rimsky-Korsakov	1844	1908	92	3506	4326	Russian composer	https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov	NEW
Composer	Giacomo Puccini	1858	1924	146	3507	4327	Italian opera composer	https://en.wikipedia.org/wiki/Giacomo_Puccini	NEW
Composer	Gustav Mahler	1860	1911	150	3508	4328	Austrian late-Romantic composer	https://en.wikipedia.org/wiki/Gustav_Mahler	NEW
Composer	Claude Debussy	1862	1918	129	3509	4329	French classical composer	https://en.wikipedia.org/wiki/Claude_Debussy	NEW
Composer	Richard Strauss	1864	1949	91	3510	4330	German composer and orchestra director	https://en.wikipedia.org/wiki/Richard_Strauss	NEW
Composer	Jean Sibelius	1865	1957	104	3511	4331	Finnish composer	https://en.wikipedia.org/wiki/Jean_Sibelius	NEW
Composer	Sergei Rachmaninoff	1873	1943	92	3512	4332	Russian composer, pianist and conductor	https://en.wikipedia.org/wiki/Sergei_Rachmaninoff	NEW
Composer	Maurice Ravel	1875	1937	105	3513	4333	French composer	https://en.wikipedia.org/wiki/Maurice_Ravel	NEW
Composer	Béla Bartók	1881	1945	103	3514	4334	Hungarian composer and pianist	https://en.wikipedia.org/wiki/B%C3%A9la_Bart%C3%B3k	NEW
Composer	Igor Stravinsky	1882	1971	164	3515	4335	Russian, French, and American composer	https://en.wikipedia.org/wiki/Igor_Stravinsky	NEW
Composer	Sergei Prokofiev	1891	1953	94	3516	4336	Russian and Soviet pianist, composer and conductor	https://en.wikipedia.org/wiki/Sergei_Prokofiev	NEW
Composer	Stefania Turkevych-Lukiianovych	1898	1977	102	3517	4337	Ukrainian pianist, composer, and musicologist	https://en.wikipedia.org/wiki/Stefania_Turkewich	NEW
Composer	Dmitri Shostakovich	1906	1975	105	3518	4338	Soviet composer and pianist	https://en.wikipedia.org/wiki/Dmitri_Shostakovich	NEW
Composer	Miles Davis	1926	1991	99	3519	4339	American jazz trumpeter, bandleader, and composer	https://en.wikipedia.org/wiki/Miles_Davis	NEW
Composer	Ennio Morricone	1928	2020	94	3520	4340	Italian composer, orchestrator and conductor	https://en.wikipedia.org/wiki/Ennio_Morricone	NEW
Writer	Sophocles	-496	-406	213	3521	4341	Ancient Greek playwright	https://en.wikipedia.org/wiki/Sophocles	NEW
Writer	Virgil	-70	-19	244	3522	4342	Roman poet	https://en.wikipedia.org/wiki/Virgil	NEW
Writer	Ovid	-43	17	200	3523	4343	Roman poet	https://en.wikipedia.org/wiki/Ovid	NEW
Writer	Li Bai	701	762	198	3524	4344	Classical Chinese poet of the Tang dynasty	https://en.wikipedia.org/wiki/Li_Bai	NEW
Writer	Dante Alighieri	1265	1321	270	3525	4345	Florentine poet, writer, and philosopher	https://en.wikipedia.org/wiki/Dante_Alighieri	NEW
Writer	Geoffrey Chaucer	1343	1400	177	3526	4346	14th century English poet and author	https://en.wikipedia.org/wiki/Geoffrey_Chaucer	NEW
Writer	Miguel de Cervantes	1547	1616	247	3527	4347	Spanish novelist, poet, and playwright	https://en.wikipedia.org/wiki/Miguel_de_Cervantes	NEW
Writer	William Shakespeare	1564	1616	335	3528	4348	English playwright and poet	https://en.wikipedia.org/wiki/William_Shakespeare	NEW
Writer	Molière	1622	1673	225	3529	4349	French playwright and actor	https://en.wikipedia.org/wiki/Moli%C3%A8re	NEW
Writer	Matsuo Bashō	1644	1694	201	3530	4350	Japanese poet	https://en.wikipedia.org/wiki/Matsuo_Bash%C5%8D	NEW
Writer	Voltaire	1694	1778	254	3531	4351	French writer, historian and philosopher	https://en.wikipedia.org/wiki/Voltaire	NEW
Writer	Benjamin Franklin	1706	1790	216	3532	4352	American polymath and statesman	https://en.wikipedia.org/wiki/Benjamin_Franklin	NEW
Writer	Johann Wolfgang von Goethe	1749	1832	278	3533	4353	German writer, artist, natural scientist and politician	https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe	NEW
Writer	Friedrich Schiller	1759	1805	182	3534	4354	German playwright, poet, philosopher and historian	https://en.wikipedia.org/wiki/Friedrich_Schiller	NEW
Writer	Jane Austen	1775	1817	201	3535	4355	English novelist	https://en.wikipedia.org/wiki/Jane_Austen	NEW
Writer	Lord Byron	1788	1824	219	3536	4356	English Romantic poet and lyricist	https://en.wikipedia.org/wiki/Lord_Byron	NEW
Writer	Alexander Pushkin	1799	1837	244	3537	4357	Russian poet, playwright, and novelist	https://en.wikipedia.org/wiki/Alexander_Pushkin	NEW
Writer	Hans Christian Andersen	1805	1875	243	3538	4358	Danish writer and poet	https://en.wikipedia.org/wiki/Hans_Christian_Andersen	NEW
Writer	Edgar Allan Poe	1809	1849	226	3539	4359	American writer and literary critic	https://en.wikipedia.org/wiki/Edgar_Allan_Poe	NEW
Writer	Charles Dickens	1812	1870	246	3540	4360	English novelist and social critic	https://en.wikipedia.org/wiki/Charles_Dickens	NEW
Writer	Fyodor Dostoyevsky	1821	1881	253	3541	4361	Russian novelist	https://en.wikipedia.org/wiki/Fyodor_Dostoevsky	NEW
Writer	Charles Baudelaire	1821	1867	177	3542	4362	French poet and critic	https://en.wikipedia.org/wiki/Charles_Baudelaire	NEW
Writer	Leo Tolstoy	1828	1910	279	3543	4363	Russian author	https://en.wikipedia.org/wiki/Leo_Tolstoy	NEW
Writer	Jules Verne	1828	1905	187	3544	4364	French writer	https://en.wikipedia.org/wiki/Jules_Verne	NEW
Writer	Mark Twain	1835	1910	251	3545	4365	American author and humorist	https://en.wikipedia.org/wiki/Mark_Twain	NEW
Writer	Oscar Wilde	1854	1900	220	3546	4366	Irish poet, playwright, and aesthete	https://en.wikipedia.org/wiki/Oscar_Wilde	NEW
Writer	Arthur Conan Doyle	1859	1930	183	3547	4367	British writer and physician	https://en.wikipedia.org/wiki/Arthur_Conan_Doyle	NEW
Writer	Anton Chekhov	1860	1904	238	3548	4368	Russian dramatist and author	https://en.wikipedia.org/wiki/Anton_Chekhov	NEW
Writer	Rabindranath Tagore	1861	1941	244	3549	4369	Bengali poet, philosopher and polymath	https://en.wikipedia.org/wiki/Rabindranath_Tagore	NEW
Writer	Rudyard Kipling	1865	1936	188	3550	4370	English writer and poet	https://en.wikipedia.org/wiki/Rudyard_Kipling	NEW
Writer	Maxim Gorky	1868	1936	182	3551	4371	Russian and Soviet writer	https://en.wikipedia.org/wiki/Maxim_Gorky	NEW
Writer	Marcel Proust	1871	1922	188	3552	4372	French novelist, critic and essayist	https://en.wikipedia.org/wiki/Marcel_Proust	NEW
Writer	James Joyce	1882	1941	204	3553	4373	Irish novelist and poet	https://en.wikipedia.org/wiki/James_Joyce	NEW
Writer	Franz Kafka	1883	1924	238	3554	4374	Bohemian writer from Prague	https://en.wikipedia.org/wiki/Franz_Kafka	NEW
Writer	Le Corbusier	1887	1965	198	3555	4375	Swiss-French architect, designer, urbanist, and writer	https://en.wikipedia.org/wiki/Le_Corbusier	NEW
Writer	Agatha Christie	1890	1976	194	3556	4376	English mystery and detective writer	https://en.wikipedia.org/wiki/Agatha_Christie	NEW
Writer	J. R. R. Tolkien	1892	1973	202	3557	4377	English writer and philologist	https://en.wikipedia.org/wiki/J._R._R._Tolkien	NEW
Writer	Ernest Hemingway	1899	1961	207	3558	4378	American author and journalist	https://en.wikipedia.org/wiki/Ernest_Hemingway	NEW
Writer	Jorge Luis Borges	1899	1986	191	3559	4379	Argentine writer, essayist, poet and translator	https://en.wikipedia.org/wiki/Jorge_Luis_Borges	NEW
Writer	George Orwell	1903	1950	210	3560	4380	British writer and journalist	https://en.wikipedia.org/wiki/George_Orwell	NEW
Scientist	Euclid	-323	-285	201	3561	4381	Ancient Greek mathematician	https://en.wikipedia.org/wiki/Euclid	NEW
Scientist	Archimedes	-287	-212	244	3562	4382	Greek mathematician and physicist	https://en.wikipedia.org/wiki/Archimedes	NEW
Scientist	Ptolemy	100	170	138	3563	4383	2nd-century Roman mathematician, astronomer, geographer	https://en.wikipedia.org/wiki/Ptolemy	NEW
Scientist	Muḥammad ibn Musa al-Khwarizmi	780	850	164	3564	4384	9th-century Persian mathematician and astronomer	https://en.wikipedia.org/wiki/Al-Khwarizmi	NEW
Scientist	Omar Khayyám	1048	1131	165	3565	4385	Persian mathematician and poet	https://en.wikipedia.org/wiki/Omar_Khayyam	NEW
Scientist	Leonardo da Vinci	1452	1519	304	3566	4386	Italian Renaissance polymath	https://en.wikipedia.org/wiki/Leonardo_da_Vinci	NEW
Scientist	Nicolaus Copernicus	1473	1543	212	3567	4387	Polish mathematician and astronomer	https://en.wikipedia.org/wiki/Nicolaus_Copernicus	NEW
Scientist	Galileo Galilei	1564	1642	269	3568	4388	Italian polymath	https://en.wikipedia.org/wiki/Galileo_Galilei	NEW
Scientist	Johannes Kepler	1571	1630	183	3569	4389	German mathematician and astronomer	https://en.wikipedia.org/wiki/Johannes_Kepler	NEW
Scientist	Blaise Pascal	1623	1662	194	3570	4390	French mathematician, physicist, inventor, writer, and Christian philosopher	https://en.wikipedia.org/wiki/Blaise_Pascal	NEW
Scientist	Isaac Newton	1642	1727	302	3571	4391	English mathematician and physicist	https://en.wikipedia.org/wiki/Isaac_Newton	NEW
Scientist	Gottfried Wilhelm Leibniz	1646	1716	204	3572	4392	German mathematician and philosopher	https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz	NEW
Scientist	Leonhard Euler	1707	1783	188	3573	4393	Swiss mathematician, physicist, and engineer	https://en.wikipedia.org/wiki/Leonhard_Euler	NEW
Scientist	Joseph Fourier	1768	1830	131	3574	4394	French mathematician and physicist	https://en.wikipedia.org/wiki/Joseph_Fourier	NEW
Scientist	Alexander von Humboldt	1769	1859	140	3575	4395	Prussian geographer, naturalist and explorer	https://en.wikipedia.org/wiki/Alexander_von_Humboldt	NEW
Scientist	Carl Friedrich Gauss	1777	1855	199	3576	4396	German mathematician and physicist	https://en.wikipedia.org/wiki/Carl_Friedrich_Gauss	NEW
Scientist	Michael Faraday	1791	1867	177	3577	4397	British scientist	https://en.wikipedia.org/wiki/Michael_Faraday	NEW
Scientist	Ada Lovelace	1815	1852	133	3578	4398	English mathematician	https://en.wikipedia.org/wiki/Ada_Lovelace	NEW
Scientist	James Prescott Joule	1818	1889	134	3579	4399	English physicist and brewer	https://en.wikipedia.org/wiki/James_Prescott_Joule	NEW
Scientist	Louis Pasteur	1822	1895	210	3580	4400	French chemist and microbiologist	https://en.wikipedia.org/wiki/Louis_Pasteur	NEW
Scientist	Gregor Mendel	1822	1884	133	3581	4401	Moravian scientist and Augustinian friar	https://en.wikipedia.org/wiki/Gregor_Mendel	NEW
Scientist	James Clerk Maxwell	1831	1879	160	3582	4402	Scottish physicist	https://en.wikipedia.org/wiki/James_Clerk_Maxwell	NEW
Scientist	Alfred Nobel	1833	1896	192	3583	4403	Swedish chemist and inventor	https://en.wikipedia.org/wiki/Alfred_Nobel	NEW
Scientist	Dmitri Mendeleev	1834	1907	179	3584	4404	Russian chemist	https://en.wikipedia.org/wiki/Dmitri_Mendeleev	NEW
Scientist	Wilhelm Röntgen	1845	1923	157	3585	4405	German physicist	https://en.wikipedia.org/wiki/Wilhelm_R%C3%B6ntgen	NEW
Scientist	Thomas Edison	1847	1931	251	3586	4406	American inventor and businessman	https://en.wikipedia.org/wiki/Thomas_Edison	NEW
Scientist	Henri Poincaré	1854	1912	130	3587	4407	French mathematician, physicist and engineer	https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9	NEW
Scientist	Nikola Tesla	1856	1943	215	3588	4408	Serbian-American engineer and inventor	https://en.wikipedia.org/wiki/Nikola_Tesla	NEW
Scientist	Max Planck	1858	1947	182	3589	4409	German theoretical physicist	https://en.wikipedia.org/wiki/Max_Planck	NEW
Scientist	L. L. Zamenhof	1859	1917	141	3590	4410	Polish-Jewish physician and inventor of Esperanto	https://en.wikipedia.org/wiki/L._L._Zamenhof	NEW
Scientist	Pierre Curie	1859	1906	130	3591	4411	French physicist	https://en.wikipedia.org/wiki/Pierre_Curie	NEW
Scientist	David Hilbert	1862	1943	163	3592	4412	German mathematician	https://en.wikipedia.org/wiki/David_Hilbert	NEW
Scientist	Marie Curie	1867	1934	244	3593	4413	Polish-French physicist and chemist	https://en.wikipedia.org/wiki/Marie_Curie	NEW
Scientist	Ernest Rutherford	1871	1937	171	3594	4414	New Zealand physicist	https://en.wikipedia.org/wiki/Ernest_Rutherford	NEW
Scientist	Guglielmo Marconi	1874	1937	129	3595	4415	Italian inventor and radio pioneer	https://en.wikipedia.org/wiki/Guglielmo_Marconi	NEW
Scientist	Albert Einstein	1879	1955	319	3596	4416	German-born theoretical physicist	https://en.wikipedia.org/wiki/Albert_Einstein	NEW
Scientist	Erwin Schrödinger	1887	1961	162	3597	4417	Austrian physicist	https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger	NEW
Scientist	Enrico Fermi	1901	1954	169	3598	4418	Italian–American physicist	https://en.wikipedia.org/wiki/Enrico_Fermi	NEW
Scientist	Robert Oppenheimer	1904	1967	129	3599	4419	American theoretical physicist	https://en.wikipedia.org/wiki/J._Robert_Oppenheimer	NEW
Scientist	Stephen Hawking	1942	2018	199	3600	4420	British theoretical physicist, cosmologist and author	https://en.wikipedia.org/wiki/Stephen_Hawking	NEW
Philosopher	Thales	-625	-548	161	3601	4421	Ancient Greek philosopher and mathematician	https://en.wikipedia.org/wiki/Thales_of_Miletus	NEW
Philosopher	Pythagoras	-582	-500	207	3602	4422	Greek philosopher and mathematician	https://en.wikipedia.org/wiki/Pythagoras	NEW
Philosopher	The Buddha	-563	-483	273	3603	4423	Indian philosopher and the founder of Buddhism	https://en.wikipedia.org/wiki/The_Buddha	NEW
Philosopher	Confucius	-551	-479	310	3604	4424	5th-century BCE Chinese philosopher and politician	https://en.wikipedia.org/wiki/Confucius	NEW
Philosopher	Socrates	-470	-399	275	3605	4425	5th-century BCE Greek philosopher	https://en.wikipedia.org/wiki/Socrates	NEW
Philosopher	Plato	-427	-347	300	3606	4426	4th-century BCE Greek philosopher	https://en.wikipedia.org/wiki/Plato	NEW
Philosopher	Aristotle	-384	-322	316	3607	4427	4th-century BCE Classical Greek philosopher and polymath	https://en.wikipedia.org/wiki/Aristotle	NEW
Philosopher	Epicurus	-342	-270	150	3608	4428	Ancient Greek philosopher	https://en.wikipedia.org/wiki/Epicurus	NEW
Philosopher	Cicero	-106	-43	202	1787	4429	Roman statesman, lawyer, orator, and philosopher	https://en.wikipedia.org/wiki/Cicero	REUSE rulerID 1787 (M. Tullius Cicero)
Philosopher	Plutarch	45	120	159	3609	4430	Greek philosopher and historian	https://en.wikipedia.org/wiki/Plutarch	NEW
Philosopher	Marcus Aurelius	121	180	176	702	4431	16th Roman Emperor from 161 to 180 and Stoic philosopher	https://en.wikipedia.org/wiki/Marcus_Aurelius	REUSE rulerID 702 (Marcus Aurelius)
Philosopher	Augustine of Hippo	354	430	226	3610	4432	Christian theologian, philosopher, and saint	https://en.wikipedia.org/wiki/Augustine_of_Hippo	NEW
Philosopher	Avicenna	980	1037	193	3611	4433	Persian polymath, physician and philosopher	https://en.wikipedia.org/wiki/Avicenna	NEW
Philosopher	Thomas Aquinas	1225	1274	205	3612	4434	Italian Dominican friar, philosopher, Catholic priest, and Doctor of the Church	https://en.wikipedia.org/wiki/Thomas_Aquinas	NEW
Philosopher	Giordano Bruno	1548	1600	150	3613	4435	Italian Dominican friar, philosopher and mathematician	https://en.wikipedia.org/wiki/Giordano_Bruno	NEW
Philosopher	Francis Bacon	1561	1626	186	3614	4436	English philosopher and statesman	https://en.wikipedia.org/wiki/Francis_Bacon	NEW
Philosopher	Thomas Hobbes	1588	1679	159	3615	4437	English philosopher	https://en.wikipedia.org/wiki/Thomas_Hobbes	NEW
Philosopher	René Descartes	1596	1650	249	3616	4438	French philosopher, mathematician, and scientist	https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes	NEW
Philosopher	John Locke	1632	1704	206	3617	4439	English philosopher and physician	https://en.wikipedia.org/wiki/John_Locke	NEW
Philosopher	Benedictus de Spinoza	1632	1677	176	3618	4440	Dutch philosopher	https://en.wikipedia.org/wiki/Baruch_Spinoza	NEW
Philosopher	David Hume	1711	1776	158	3619	4441	Scottish philosopher, economist, and historian	https://en.wikipedia.org/wiki/David_Hume	NEW
Philosopher	Jean-Jacques Rousseau	1712	1778	229	3620	4442	Genevan philosopher, writer, and composer	https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau	NEW
Philosopher	Denis Diderot	1713	1784	150	3621	4443	French Enlightenment philosopher writer and encyclopædist	https://en.wikipedia.org/wiki/Denis_Diderot	NEW
Philosopher	Adam Smith	1723	1790	219	3622	4444	Scottish moral philosopher and political economist	https://en.wikipedia.org/wiki/Adam_Smith	NEW
Philosopher	Immanuel Kant	1724	1804	251	3623	4445	German philosopher	https://en.wikipedia.org/wiki/Immanuel_Kant	NEW
Philosopher	Georg Wilhelm Friedrich Hegel	1770	1831	192	3624	4446	German philosopher and theologian	https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel	NEW
Philosopher	Arthur Schopenhauer	1788	1860	173	3625	4447	German philosopher	https://en.wikipedia.org/wiki/Arthur_Schopenhauer	NEW
Philosopher	Ralph Waldo Emerson	1803	1882	155	3626	4448	American philosopher	https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson	NEW
Philosopher	John Stuart Mill	1806	1873	149	3627	4449	British philosopher and political economist	https://en.wikipedia.org/wiki/John_Stuart_Mill	NEW
Philosopher	Søren Kierkegaard	1813	1855	169	3628	4450	Danish theologian, philosopher, poet and social critic	https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard	NEW
Philosopher	Karl Marx	1818	1883	310	3629	4451	German-born philosopher	https://en.wikipedia.org/wiki/Karl_Marx	NEW
Philosopher	Friedrich Engels	1820	1895	196	3630	4452	German philosopher, sociologist and economist	https://en.wikipedia.org/wiki/Friedrich_Engels	NEW
Philosopher	Friedrich Nietzsche	1844	1900	254	3631	4453	German philosopher	https://en.wikipedia.org/wiki/Friedrich_Nietzsche	NEW
Philosopher	Max Weber	1864	1920	171	3632	4454	German sociologist, philosopher, and political economist	https://en.wikipedia.org/wiki/Max_Weber	NEW
Philosopher	Bertrand Russell	1872	1970	185	3633	4455	British philosopher and logician	https://en.wikipedia.org/wiki/Bertrand_Russell	NEW
Philosopher	Ludwig Wittgenstein	1889	1951	171	3634	4456	Austrian philosopher and logician	https://en.wikipedia.org/wiki/Ludwig_Wittgenstein	NEW
Philosopher	B. R. Ambedkar	1891	1956	148	3635	4457	Indian polymath, philosopher, and social reformer	https://en.wikipedia.org/wiki/B._R._Ambedkar	NEW
Philosopher	Jean-Paul Sartre	1905	1980	198	3636	4458	French existentialist philosopher	https://en.wikipedia.org/wiki/Jean-Paul_Sartre	NEW
Philosopher	Simone de Beauvoir	1908	1986	183	3637	4459	French philosopher, social theorist and activist	https://en.wikipedia.org/wiki/Simone_de_Beauvoir	NEW
